Model_Name,Rating,Ram(GB),ROM(GB),Screen_Size(in CM),Rear_Camera(MP),Front_Camera(MP),Battery(MaH),Processer,Price,Link_Of_Product
SAMSUNG Galaxy Z Flip4 5G,3.8,8 , 128,17.02 cm,12MP,10MP,3700,Qualcomm,"59,999",https://www.flipkart.com/samsung-galaxy-z-flip4-5g-graphite-128-gb/p/itm11000771a7590?pid=MOBGHFGDVVJGC8GU&lid=LSTMOBGHFGDVVJGC8GU7AFARV&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_30_711&otracker=search&otracker1=search&iid=05e36d7a-5a5e-4c59-9b31-ed7facfba102.MOBGHFGDVVJGC8GU.SEARCH&ssid=acbfwj4dmo0000001707475177927&qH=28388ea49f54c5b8
Tecno Spark 10 Pro 50MP Dual Rear Camera,4.1,8 , 128 ,17.22 cm,50MP,32MP,5000,Mediatek,"10,889",https://www.flipkart.com/tecno-spark-10-pro-50mp-dual-rear-camera-lunar-eclipse-128-gb/p/itm98eaaca4e8e02?pid=MOBGT4SZUQUGNFJF&lid=LSTMOBGT4SZUQUGNFJFZ9JNZH&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_30_712&otracker=search&otracker1=search&iid=05e36d7a-5a5e-4c59-9b31-ed7facfba102.MOBGT4SZUQUGNFJF.SEARCH&ssid=acbfwj4dmo0000001707475177927&qH=28388ea49f54c5b8
Nokia 10,4.1,32, 128 ,3.56  cm,800,32MP,NO W,Mediatek,"1,249",https://www.flipkart.com/nokia-105/p/itmfb0cce8565fe6?pid=MOBE45V5YVGFHBZH&lid=LSTMOBE45V5YVGFHBZHUSGIKH&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_30_713&otracker=search&otracker1=search&iid=05e36d7a-5a5e-4c59-9b31-ed7facfba102.MOBE45V5YVGFHBZH.SEARCH&ssid=acbfwj4dmo0000001707475177927&qH=28388ea49f54c5b8
OPPO F23 5G,4.2,8 , 256 ,17.07 cm,64MP,32MP,5000,Snapdragon,"22,999",https://www.flipkart.com/oppo-f23-5g-bold-gold-256-gb/p/itm68c9ec7aeb347?pid=MOBGSGZJCGKHPAGU&lid=LSTMOBGSGZJCGKHPAGUTLTOXI&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_30_714&otracker=search&otracker1=search&iid=05e36d7a-5a5e-4c59-9b31-ed7facfba102.MOBGSGZJCGKHPAGU.SEARCH&ssid=acbfwj4dmo0000001707475177927&qH=28388ea49f54c5b8
Kechaoda A 2,3.8,32 , 32,1.68  cm,800,32MP,1 Ye,Snapdragon,940,https://www.flipkart.com/kechaoda-a-27/p/itm627d225f1a1b1?pid=MOBGM2Z3ZSSGNWZF&lid=LSTMOBGM2Z3ZSSGNWZFSSYRT1&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_30_715&otracker=search&otracker1=search&iid=05e36d7a-5a5e-4c59-9b31-ed7facfba102.MOBGM2Z3ZSSGNWZF.SEARCH&ssid=acbfwj4dmo0000001707475177927&qH=28388ea49f54c5b8
"Nokia 3310 Dual SIM Keypad Mobile with MP3 Player, FM Radio & Rear Camer",3.9,16 , Expandable Upt,6.1 c cm,2MP,32MP,1200,Brand,"3,699",https://www.flipkart.com/nokia-3310-dual-sim-keypad-mobile-mp3-player-fm-radio-rear-camera/p/itm05dd893c23ccf?pid=MOBEVR8XEGPBYE33&lid=LSTMOBEVR8XEGPBYE333NYOTZ&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_30_716&otracker=search&otracker1=search&iid=05e36d7a-5a5e-4c59-9b31-ed7facfba102.MOBEVR8XEGPBYE33.SEARCH&ssid=acbfwj4dmo0000001707475177927&qH=28388ea49f54c5b8
POCO X5 5G,4.2,8 , 256 ,16.94 cm,48MP,13MP,5000,Qualcomm,"23,999",https://www.flipkart.com/poco-x5-5g-wildcat-blue-256-gb/p/itme100b90984aad?pid=MOBGNBFBUJCBTPUB&lid=LSTMOBGNBFBUJCBTPUBRII7PN&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_30_717&otracker=search&otracker1=search&iid=05e36d7a-5a5e-4c59-9b31-ed7facfba102.MOBGNBFBUJCBTPUB.SEARCH&ssid=acbfwj4dmo0000001707475177927&qH=28388ea49f54c5b8
realme 11 Pro 5G,4.3,12 , 256,17.02 cm,100MP,16MP,5000,Dimensity,"27,999",https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-256-gb/p/itm3f783627a36ec?pid=MOBGPUNGNFZTHKHG&lid=LSTMOBGPUNGNFZTHKHGVH5UF3&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_30_718&otracker=search&otracker1=search&iid=05e36d7a-5a5e-4c59-9b31-ed7facfba102.MOBGPUNGNFZTHKHG.SEARCH&ssid=acbfwj4dmo0000001707475177927&qH=28388ea49f54c5b8
"itel it5027 6.1cm Screen,1200mAh Battery Wireless FM Radio with Recording,KingVoic",3.7,4 , 4 ,6.1 c cm,0.3MP,0MP,1200,NA,"1,169",https://www.flipkart.com/itel-it5027-6-1cm-screen-1200mah-battery-wireless-fm-radio-recording-kingvoice/p/itm96dacf1431f1e?pid=MOBGT2UHZVCBPBGH&lid=LSTMOBGT2UHZVCBPBGHAESSSO&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_30_719&otracker=search&otracker1=search&iid=05e36d7a-5a5e-4c59-9b31-ed7facfba102.MOBGT2UHZVCBPBGH.SEARCH&ssid=acbfwj4dmo0000001707475177927&qH=28388ea49f54c5b8
Good One G11,3.8,32 , 32,3.66  cm,2MP,0MP,800 ,1,"1,049",https://www.flipkart.com/good-one-g115/p/itmfec4655e0e85d?pid=MOBGZYDE8BHPJNZW&lid=LSTMOBGZYDE8BHPJNZW1GCU08&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_30_720&otracker=search&otracker1=search&iid=05e36d7a-5a5e-4c59-9b31-ed7facfba102.MOBGZYDE8BHPJNZW.SEARCH&ssid=acbfwj4dmo0000001707475177927&qH=28388ea49f54c5b8
realme 12 Pro+ 5G,4.5,8 , 128,17.02 cm,50MP,32MP,5000,Snapdragon,"29,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-128-gb/p/itm7f042fb6aebdb?pid=MOBGWH8SR7MRR68W&lid=LSTMOBGWH8SR7MRR68WAOGAEA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_721&otracker=search&otracker1=search&iid=en_mbYW5S_DP1em2c70JAZZSjvS0A_L-sAOfxk-bRAuoS95waeX171ypHGUu32GmlO6FvZ-Sbr6BLzjQCwqhvL41g%3D%3D&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
realme 12 Pro 5G,4.5,8 , 256,17.02 cm,50MP,16MP,5000,Snapdragon,"26,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-256-gb/p/itmcc78f150eeabd?pid=MOBGWH8SSGEEZRDA&lid=LSTMOBGWH8SSGEEZRDAM6ZCMA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_722&otracker=search&otracker1=search&iid=en_mbYW5S_DP1em2c70JAZZSjvS0A_L-sAOfxk-bRAuoS-PlswMEXkbKu-GnpLS4IFObsH6kwBwCD2yp0xOGgDpqg%3D%3D&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
Apple iPhone 15 Pro,4.7,256, 256,15.49 cm,48MP,12MP,A17 ,1,"1,37,990",https://www.flipkart.com/apple-iphone-15-pro-white-titanium-256-gb/p/itmcc2751226d99c?pid=MOBGTAGPGZEAKWWF&lid=LSTMOBGTAGPGZEAKWWF3IURJ2&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_723&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGTAGPGZEAKWWF.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
itel P40 Plus,4.5,4 , 128,17.27 cm,13MP,12MP,7000,Domestic,"7,499",https://www.flipkart.com/itel-p40-plus-icy-cyan-128-gb/p/itm87211ca9aeb8a?pid=MOBGUSWEHCJQDMDZ&lid=LSTMOBGUSWEHCJQDMDZYMFFMD&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_724&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGUSWEHCJQDMDZ.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
itel Circle ,4.2,32 , 32,3.35  cm,0.3MP,12MP,500 ,1,"1,499",https://www.flipkart.com/itel-circle-1/p/itmeb1ec6c22c27e?pid=MOBGW75CFH4HU25F&lid=LSTMOBGW75CFH4HU25FMC9WJL&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_725&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGW75CFH4HU25F.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
itel MagicX 4G| 1200 mAh battery| Expanadable Storage upto 64G,3.9,48 , 128,6.1 c cm,0.3MP,12MP,1200,12+1,"1,549",https://www.flipkart.com/itel-magicx-4g-1200-mah-battery-expanadable-storage-upto-64gb/p/itm9cb91aaeace53?pid=MOBGHBGSZPBDZZST&lid=LSTMOBGHBGSZPBDZZSTLXKITE&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_726&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGHBGSZPBDZZST.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
"Nokia 2660 Flip 4G Volte Black keypad Mobile with Dual Sim & Screen, MP3 Playe",4.1,0.046875 , 0.125,7.11  cm,0.3MP,12MP,1450,1,"4,740",https://www.flipkart.com/nokia-2660-flip-4g-volte-black-keypad-mobile-dual-sim-screen-mp3-player/p/itmbf5c2ae09e391?pid=MOBGH9EWHZTZT3NT&lid=LSTMOBGH9EWHZTZT3NTSBI8D5&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_727&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGH9EWHZTZT3NT.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
SAMSUNG Galaxy A14 5G,4.1,4 , 64 ,16.76 cm,50MP,13MP,5000,SEC,"14,498",https://www.flipkart.com/samsung-galaxy-a14-5g-black-64-gb/p/itm0e4da1965797b?pid=MOBGHT8UA2H4AAPM&lid=LSTMOBGHT8UA2H4AAPMMXBTVD&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_728&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGHT8UA2H4AAPM.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
SAMSUNG Guru Music ,4.2,, 64 ,5.08  cm,800,13MP,1 Ye,SEC,"1,675",https://www.flipkart.com/samsung-guru-music-2/p/itm2c9ea56f8959f?pid=MOBF54P4G66ZBJ9K&lid=LSTMOBF54P4G66ZBJ9KLPNIVD&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_729&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBF54P4G66ZBJ9K.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
SAMSUNG Galaxy M34 5G,4.2,8 , 128,16.51 cm,50MP,13MP,6000,Domestic,"18,480",https://www.flipkart.com/samsung-galaxy-m34-5g-waterfall-blue-128-gb/p/itm90a930aba5695?pid=MOBGRUE7WTXNEGVK&lid=LSTMOBGRUE7WTXNEGVKBD5NEG&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_730&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGRUE7WTXNEGVK.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
Micromax X51,4,30 , 24,4.5 c cm,1750,13MP,1 Ye,Domestic,"1,049",https://www.flipkart.com/micromax-x512/p/itmfhwvhrwhxq5tu?pid=MOBG8C3FGAQYHKFK&lid=LSTMOBG8C3FGAQYHKFKRZPQSF&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_731&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBG8C3FGAQYHKFK.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
SAMSUNG Galaxy A14 5G,4.1,4 , 64 ,16.76 cm,50MP,13MP,5000,SEC,"14,498",https://www.flipkart.com/samsung-galaxy-a14-5g-dark-red-64-gb/p/itm611d564f53b48?pid=MOBGHT8UURBKHWME&lid=LSTMOBGHT8UURBKHWMEX9ENBE&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_732&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGHT8UURBKHWME.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
OPPO A58,4.3,6 , 128 ,17.07 cm,50MP,8MP,5000,Helio,"12,999",https://www.flipkart.com/oppo-a58-glowing-black-128-gb/p/itm707c33af6ddfe?pid=MOBGRT4FJZBJBFGU&lid=LSTMOBGRT4FJZBJBFGU9JRELT&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_733&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGRT4FJZBJBFGU.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
itel MagicX Play 4G| 1900 mAh battery| Expandable Storage upto 64G,3.9,48 , 128,4.57  cm,0.3MP,8MP,1900,Spreadtrum,"1,436",https://www.flipkart.com/itel-magicx-play-4g-1900-mah-battery-expandable-storage-upto-64gb/p/itma5fabd240e7d1?pid=MOBGHAEAWKEWUEDC&lid=LSTMOBGHAEAWKEWUEDCPEOMSV&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_734&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGHAEAWKEWUEDC.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
OnePlus Nord CE 2 5G,4.3,8 , 128,16.33 cm,64MP,8MP,4500,12,"23,495",https://www.flipkart.com/oneplus-nord-ce-2-5g-bahama-blue-128-gb/p/itm2a9883679c57c?pid=MOBGHHZ2CKB5D4WU&lid=LSTMOBGHHZ2CKB5D4WUSVEMWB&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_735&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGHHZ2CKB5D4WU.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
SAMSUNG Galaxy A34 5G,4.3,8 , 128 ,16.76 cm,48MP,13MP,5000,Dimensity,"27,499",https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-lime-128-gb/p/itmd23cf316d354b?pid=MOBGNE4SWBKQJBNG&lid=LSTMOBGNE4SWBKQJBNG34OYAL&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_736&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGNE4SWBKQJBNG.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
KARBONN K9 Yuv,3.9,64 , 32,4.57  cm,2MP,13MP,2502,1,"1,225",https://www.flipkart.com/karbonn-k9-yuva/p/itmbb4b059e84aad?pid=MOBG72UGFXFYBTHD&lid=LSTMOBG72UGFXFYBTHDOLIEBH&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_737&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBG72UGFXFYBTHD.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
Micromax X70,3.8,32 , 32,6.1 c cm,0.3MP,13MP,1450,One,"1,588",https://www.flipkart.com/micromax-x708/p/itm607fd29ff2357?pid=MOBG6XZBGCHJXZ9G&lid=LSTMOBG6XZBGCHJXZ9GMPE29B&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_738&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBG6XZBGCHJXZ9G.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
BlackZone ECO ,4,32 , 32 ,4.5 c cm,0.3MP,13MP,1100,Brand,"1,499",https://www.flipkart.com/blackzone-eco-x/p/itm1d6de6859ba89?pid=MOBFPY7H7ZHBHFHT&lid=LSTMOBFPY7H7ZHBHFHT7A75VJ&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_739&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBFPY7H7ZHBHFHT.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support,4,2 , 32 ,16.76 cm,5MP,13MP,4000,Unisoc,"5,510",https://www.flipkart.com/itel-aura-05i-leather-finish-4000-mah-battery-type-c-charging-support-glorious-orange-32-gb/p/itm4f0cfc3340fac?pid=MOBGVH4F4HJYDK2D&lid=LSTMOBGVH4F4HJYDK2DALUBYH&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_740&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGVH4F4HJYDK2D.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
Tecno Camon 20 4G with FHD + Big AMOLED Display,4.2,8 , 256 ,16.94 cm,64MP,32MP,5000,Mediatek,"13,148",https://www.flipkart.com/tecno-camon-20-4g-fhd-big-amoled-display-art-edition-256-gb/p/itm536fc24ae317f?pid=MOBGSP9JFMS3KTHB&lid=LSTMOBGSP9JFMS3KTHBEKIZBO&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_741&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGSP9JFMS3KTHB.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
REDMI Note 13 5G,4.2,6 , 128,16.94 cm,108MP,32MP,5000,1,"18,159",https://www.flipkart.com/redmi-note-13-5g-arctic-white-128-gb/p/itm82475e073eb2e?pid=MOBGXYWXEJMWZYUR&lid=LSTMOBGXYWXEJMWZYURERRFIE&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_742&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGXYWXEJMWZYUR.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
SAMSUNG Galaxy A15 5G,4.3,8 , 256 ,16.51 cm,50MP,13MP,5000,Dimensity,"22,499",https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-256-gb/p/itmb5e76be018c8d?pid=MOBGWD85UZC8C3V8&lid=LSTMOBGWD85UZC8C3V8W7EAID&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_743&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBGWD85UZC8C3V8.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
Micromax X513,3.7,32 , 32,4.5 c cm,0.3MP,13MP,1750,One,"1,056",https://www.flipkart.com/micromax-x513/p/itmbe37b321587ec?pid=MOBG6XZBNVBXSFRY&lid=LSTMOBG6XZBNVBXSFRYTOOUPH&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_31_744&otracker=search&otracker1=search&iid=f8ea505e-60d3-4664-a417-7dc4d38b52c5.MOBG6XZBNVBXSFRY.SEARCH&ssid=4vc6u5vrn40000001707475194674&qH=28388ea49f54c5b8
itel A70 | 5000 mAh Battery |13MP Dual Rear Camera | Type C Charging,4.7,4 , 64,16.66 cm,13MP,13MP,5000,1,"6,292",https://www.flipkart.com/itel-a70-5000-mah-battery-13mp-dual-rear-camera-type-c-charging-brilliant-gold-64-gb/p/itm6d8c14401ec68?pid=MOBGX8MGSZHNDZGW&lid=LSTMOBGX8MGSZHNDZGWZ7EIUT&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_32_745&otracker=search&otracker1=search&iid=293e0f11-5ccb-4ead-9aea-ad1e058c6723.MOBGX8MGSZHNDZGW.SEARCH&ssid=r394f113yo0000001707475209547&qH=28388ea49f54c5b8
Apple iPhone 12,4.6,64, 64,15.49 cm,12MP,12MP,A14 ,Ceramic,"44,999",https://www.flipkart.com/apple-iphone-12-green-64-gb/p/itmc8a19a9686173?pid=MOBFWBYZKK3EJPFW&lid=LSTMOBFWBYZKK3EJPFW7Z5IXN&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_32_746&otracker=search&otracker1=search&iid=293e0f11-5ccb-4ead-9aea-ad1e058c6723.MOBFWBYZKK3EJPFW.SEARCH&ssid=r394f113yo0000001707475209547&qH=28388ea49f54c5b8
realme 12 Pro+ 5G,4.5,8 , 128,17.02 cm,50MP,32MP,5000,Snapdragon,"29,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-128-gb/p/itm7f042fb6aebdb?pid=MOBGWH8SR7MRR68W&lid=LSTMOBGWH8SR7MRR68WAOGAEA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_32_747&otracker=search&otracker1=search&iid=en_xeD18o0mGy1-stfD59z5-Jy5D_NVwoWdp94WlnwAAqJST1MWvELo_6kgWUrHTOYGFvZ-Sbr6BLzjQCwqhvL41g%3D%3D&ssid=r394f113yo0000001707475209547&qH=28388ea49f54c5b8
realme 12 Pro 5G,4.5,8 , 256,17.02 cm,50MP,16MP,5000,Snapdragon,"26,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-256-gb/p/itmcc78f150eeabd?pid=MOBGWH8SSGEEZRDA&lid=LSTMOBGWH8SSGEEZRDAM6ZCMA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_32_748&otracker=search&otracker1=search&iid=en_xeD18o0mGy1-stfD59z5-Jy5D_NVwoWdp94WlnwAAqJAvRfttJAKe4Rn7PrzOwI4bsH6kwBwCD2yp0xOGgDpqg%3D%3D&ssid=r394f113yo0000001707475209547&qH=28388ea49f54c5b8
Infinix Smart 7 HD,4.2,2 , 64 ,16.76 cm,8MP,5MP,5000,Spreadtrum,"6,199",https://www.flipkart.com/infinix-smart-7-hd-jade-white-64-gb/p/itmae6d492c1083e?pid=MOBGZNM998PNVGGF&lid=LSTMOBGZNM998PNVGGFEMF5MT&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_32_749&otracker=search&otracker1=search&iid=293e0f11-5ccb-4ead-9aea-ad1e058c6723.MOBGZNM998PNVGGF.SEARCH&ssid=r394f113yo0000001707475209547&qH=28388ea49f54c5b8
OnePlus Nord CE 2 5G,4.3,8 , 128,16.33 cm,64MP,5MP,4500,1,"21,395",https://www.flipkart.com/oneplus-nord-ce-2-5g-bahama-blue-128-gb/p/itm2a9883679c57c?pid=MOBGDBYGG6PPNFD9&lid=LSTMOBGDBYGG6PPNFD98KK2DS&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_32_750&otracker=search&otracker1=search&iid=293e0f11-5ccb-4ead-9aea-ad1e058c6723.MOBGDBYGG6PPNFD9.SEARCH&ssid=r394f113yo0000001707475209547&qH=28388ea49f54c5b8
IQOO Z6 Lite 5G,4.3,6 , 128,16.97 cm,50MP,5MP,5000,1,"13,790",https://www.flipkart.com/iqoo-z6-lite-5g-with-charger-mystic-night-128-gb/p/itm18d68c87eb58e?pid=MOBGZ3DB7ZMKDHMP&lid=LSTMOBGZ3DB7ZMKDHMPFXTHC7&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_32_751&otracker=search&otracker1=search&iid=293e0f11-5ccb-4ead-9aea-ad1e058c6723.MOBGZ3DB7ZMKDHMP.SEARCH&ssid=r394f113yo0000001707475209547&qH=28388ea49f54c5b8
Good One G11,3.8,32 , 32,3.66  cm,2MP,5MP,800 ,1,"1,049",https://www.flipkart.com/good-one-g115/p/itmfec4655e0e85d?pid=MOBGZYDE8BHPJNZW&lid=LSTMOBGZYDE8BHPJNZW1GCU08&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_32_752&otracker=search&otracker1=search&iid=293e0f11-5ccb-4ead-9aea-ad1e058c6723.MOBGZYDE8BHPJNZW.SEARCH&ssid=r394f113yo0000001707475209547&qH=28388ea49f54c5b8
Nokia G42 5G,4,8 , 256,16.66 cm,50MP,5MP,5000,1,"16,278",https://www.flipkart.com/nokia-g42-5g-so-pink-256-gb/p/itm08bd8eb8bb35e?pid=MOBGUNSYYGKQFP77&lid=LSTMOBGUNSYYGKQFP77KDSFAR&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_32_753&otracker=search&otracker1=search&iid=293e0f11-5ccb-4ead-9aea-ad1e058c6723.MOBGUNSYYGKQFP77.SEARCH&ssid=r394f113yo0000001707475209547&qH=28388ea49f54c5b8
Apple iPhone 15 Pro Max,4.6,256, 256,17.02 cm,48MP,12MP,A17 ,1,"1,48,900",https://www.flipkart.com/apple-iphone-15-pro-max-blue-titanium-256-gb/p/itm4a0093df4a3d7?pid=MOBGTAGP4SVJGGH6&lid=LSTMOBGTAGP4SVJGGH6BVMLK2&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_32_754&otracker=search&otracker1=search&iid=293e0f11-5ccb-4ead-9aea-ad1e058c6723.MOBGTAGP4SVJGGH6.SEARCH&ssid=r394f113yo0000001707475209547&qH=28388ea49f54c5b8
Kechaoda A2,4,32 , 32 ,1.68  cm,800,12MP,1 Ye,1,965,https://www.flipkart.com/kechaoda-a26/p/itmfcvuscszh9sjb?pid=MOBFDZQBEZURT3RP&lid=LSTMOBFDZQBEZURT3RP2VOOMJ&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_32_755&otracker=search&otracker1=search&iid=293e0f11-5ccb-4ead-9aea-ad1e058c6723.MOBFDZQBEZURT3RP.SEARCH&ssid=r394f113yo0000001707475209547&qH=28388ea49f54c5b8
GREENBERRI G37,4,32 , 32,3.66  cm,2MP,12MP,800 ,1,949,https://www.flipkart.com/greenberri-g370/p/itm63fd51d209577?pid=MOBGNSZ9VCQHEENB&lid=LSTMOBGNSZ9VCQHEENBTVVP3J&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_32_756&otracker=search&otracker1=search&iid=293e0f11-5ccb-4ead-9aea-ad1e058c6723.MOBGNSZ9VCQHEENB.SEARCH&ssid=r394f113yo0000001707475209547&qH=28388ea49f54c5b8
Nokia C32,4,6 , 128,16.55 cm,50MP,12MP,5000,1,"8,980",https://www.flipkart.com/nokia-c32-beach-pink-128-gb/p/itme4da1c1d022aa?pid=MOBGU7VH7JWV8EVY&lid=LSTMOBGU7VH7JWV8EVYMUF4O9&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_32_757&otracker=search&otracker1=search&iid=293e0f11-5ccb-4ead-9aea-ad1e058c6723.MOBGU7VH7JWV8EVY.SEARCH&ssid=r394f113yo0000001707475209547&qH=28388ea49f54c5b8
