Model_Name,Rating,Ram(GB),ROM(GB),Screen_Size(in CM),Rear_Camera(MP),Front_Camera(MP),Battery(MaH),Processer,Price,Link_Of_Product
REDMI A2,4.2,2 , 64 ,16.56 cm,8MP,5MP,5000,Helio,"5,299",https://www.flipkart.com/redmi-a2-classic-black-64-gb/p/itm93a82cd23ef97?pid=MOBGRHB6XAEUADQB&lid=LSTMOBGRHB6XAEUADQB6UKL5S&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_5_109&otracker=search&otracker1=search&iid=75d57bcb-cdc6-4045-8ce0-afb1cb058570.MOBGRHB6XAEUADQB.SEARCH&ssid=zlqkut31dc0000001707474777575&qH=28388ea49f54c5b8
realme C51,4.3,4 , 128 ,17.12 cm,50MP,5MP,5000,T612,"8,999",https://www.flipkart.com/realme-c51-mint-green-128-gb/p/itm0e93bcb87927f?pid=MOBGU8PYH4CHK2YS&lid=LSTMOBGU8PYH4CHK2YSZCGIEN&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_5_110&otracker=search&otracker1=search&iid=75d57bcb-cdc6-4045-8ce0-afb1cb058570.MOBGU8PYH4CHK2YS.SEARCH&ssid=zlqkut31dc0000001707474777575&qH=28388ea49f54c5b8
Apple iPhone 15 Plus,4.6,128, 128 ,17.02 cm,48MP,12MP,A16 ,1,"76,999",https://www.flipkart.com/apple-iphone-15-plus-blue-128-gb/p/itm4022c14383050?pid=MOBGTAGPE4F2HAW7&lid=LSTMOBGTAGPE4F2HAW7NDYSPY&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_5_111&otracker=search&otracker1=search&iid=75d57bcb-cdc6-4045-8ce0-afb1cb058570.MOBGTAGPE4F2HAW7.SEARCH&ssid=zlqkut31dc0000001707474777575&qH=28388ea49f54c5b8
POCO M5,4.2,6 , 128 ,16.71 cm,50MP,8MP,5000,Mediatek,"8,499",https://www.flipkart.com/poco-m5-power-black-128-gb/p/itm5fa50bdbbdf1c?pid=MOBGHMZE7EWP7XR2&lid=LSTMOBGHMZE7EWP7XR2PH3QDO&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_5_112&otracker=search&otracker1=search&iid=75d57bcb-cdc6-4045-8ce0-afb1cb058570.MOBGHMZE7EWP7XR2.SEARCH&ssid=zlqkut31dc0000001707474777575&qH=28388ea49f54c5b8
realme C51,4.3,4 , 64 ,17.12 cm,50MP,5MP,5000,T612,"7,999",https://www.flipkart.com/realme-c51-carbon-black-64-gb/p/itm0e93bcb87927f?pid=MOBGSQGGZ7HQMEZD&lid=LSTMOBGSQGGZ7HQMEZDQMM5MX&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_5_113&otracker=search&otracker1=search&iid=75d57bcb-cdc6-4045-8ce0-afb1cb058570.MOBGSQGGZ7HQMEZD.SEARCH&ssid=zlqkut31dc0000001707474777575&qH=28388ea49f54c5b8
REDMI A2,4.2,4 , 64 ,16.56 cm,8MP,5MP,5000,Helio,"6,744",https://www.flipkart.com/redmi-a2-sea-green-64-gb/p/itm548d340055073?pid=MOBGPVYEHMPGNCBZ&lid=LSTMOBGPVYEHMPGNCBZDFHBW9&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_5_114&otracker=search&otracker1=search&iid=75d57bcb-cdc6-4045-8ce0-afb1cb058570.MOBGPVYEHMPGNCBZ.SEARCH&ssid=zlqkut31dc0000001707474777575&qH=28388ea49f54c5b8
realme C51,4.3,4 , 64 ,17.12 cm,50MP,5MP,5000,T612,"7,999",https://www.flipkart.com/realme-c51-mint-green-64-gb/p/itm0e93bcb87927f?pid=MOBGSQGGC7NY4PXC&lid=LSTMOBGSQGGC7NY4PXCOCBP4E&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_5_115&otracker=search&otracker1=search&iid=75d57bcb-cdc6-4045-8ce0-afb1cb058570.MOBGSQGGC7NY4PXC.SEARCH&ssid=zlqkut31dc0000001707474777575&qH=28388ea49f54c5b8
realme C53,4.1,4 , 128 ,17.12 cm,108MP,8MP,5000,T612,"8,999",https://www.flipkart.com/realme-c53-champion-gold-128-gb/p/itm5df90168ecd05?pid=MOBGQY93QMZFZJVN&lid=LSTMOBGQY93QMZFZJVNMUBTHX&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_5_116&otracker=search&otracker1=search&iid=75d57bcb-cdc6-4045-8ce0-afb1cb058570.MOBGQY93QMZFZJVN.SEARCH&ssid=zlqkut31dc0000001707474777575&qH=28388ea49f54c5b8
POCO C65,4.3,6 , 128 ,17.12 cm,50MP,8MP,5000,Helio,"8,299",https://www.flipkart.com/poco-c65-pastel-blue-128-gb/p/itm496cf027e5826?pid=MOBGVVTXTQDGZ7JY&lid=LSTMOBGVVTXTQDGZ7JYJ1XDW1&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_5_117&otracker=search&otracker1=search&iid=75d57bcb-cdc6-4045-8ce0-afb1cb058570.MOBGVVTXTQDGZ7JY.SEARCH&ssid=zlqkut31dc0000001707474777575&qH=28388ea49f54c5b8
POCO M6 5G,4.3,8 , 256 ,17.12 cm,50MP,8MP,5000,Dimensity,"11,999",https://www.flipkart.com/poco-m6-5g-galactic-black-256-gb/p/itm1bc7cb01620e6?pid=MOBGW9FEQH3ESHCZ&lid=LSTMOBGW9FEQH3ESHCZIDEBTF&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_5_118&otracker=search&otracker1=search&iid=75d57bcb-cdc6-4045-8ce0-afb1cb058570.MOBGW9FEQH3ESHCZ.SEARCH&ssid=zlqkut31dc0000001707474777575&qH=28388ea49f54c5b8
REDMI Note 13 Pro 5G,4.3,8 , 256,16.94 cm,200MP,16MP,5100,7s,"27,999",https://www.flipkart.com/redmi-note-13-pro-5g-coral-purple-256-gb/p/itmc22127928b44d?pid=MOBGWFHFAFBPDZHG&lid=LSTMOBGWFHFAFBPDZHG6MBIZB&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_5_119&otracker=search&otracker1=search&iid=75d57bcb-cdc6-4045-8ce0-afb1cb058570.MOBGWFHFAFBPDZHG.SEARCH&ssid=zlqkut31dc0000001707474777575&qH=28388ea49f54c5b8
realme 11 5G,4.3,8 , 256 ,17.07 cm,108MP,16MP,5000,Dimensity,"19,999",https://www.flipkart.com/realme-11-5g-glory-gold-256-gb/p/itm676fecfaebff9?pid=MOBGS2W3AMEZWYXX&lid=LSTMOBGS2W3AMEZWYXX9KUCNV&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_5_120&otracker=search&otracker1=search&iid=75d57bcb-cdc6-4045-8ce0-afb1cb058570.MOBGS2W3AMEZWYXX.SEARCH&ssid=zlqkut31dc0000001707474777575&qH=28388ea49f54c5b8
realme 12 Pro+ 5G,4.5,8 , 128,17.02 cm,50MP,32MP,5000,Snapdragon,"29,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-128-gb/p/itm7f042fb6aebdb?pid=MOBGWH8SR7MRR68W&lid=LSTMOBGWH8SR7MRR68WAOGAEA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_121&otracker=search&otracker1=search&fm=organic&iid=en_pZDhS5Ypdcl9YZxkPfIuKKX8OzIUry8250AzJo6ZvJT5d1Yi6s_dx8Wg4F6BUm29FvZ-Sbr6BLzjQCwqhvL41g%3D%3D&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
realme 12 Pro 5G,4.5,8 , 256,17.02 cm,50MP,16MP,5000,Snapdragon,"26,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-256-gb/p/itmcc78f150eeabd?pid=MOBGWH8SSGEEZRDA&lid=LSTMOBGWH8SSGEEZRDAM6ZCMA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_122&otracker=search&otracker1=search&fm=organic&iid=en_pZDhS5Ypdcl9YZxkPfIuKKX8OzIUry8250AzJo6ZvJQWGlfj7Y4UjRka90vafgXRbsH6kwBwCD2yp0xOGgDpqg%3D%3D&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
Infinix SMART 8,4.3,4 , 64 ,16.76 cm,50MP,8MP,5000,Helio,"7,099",https://www.flipkart.com/infinix-smart-8-galaxy-white-64-gb/p/itmb5696a34ad441?pid=MOBGWV5HNYCNQJG2&lid=LSTMOBGWV5HNYCNQJG2C89BS0&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_123&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGWV5HNYCNQJG2.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
Infinix SMART 8,4.3,4 , 64 ,16.76 cm,50MP,8MP,5000,Helio,"7,099",https://www.flipkart.com/infinix-smart-8-shiny-gold-64-gb/p/itmb5696a34ad441?pid=MOBGWV5HMRJKJUH4&lid=LSTMOBGWV5HMRJKJUH4ZNXPNM&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_124&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGWV5HMRJKJUH4.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radi",4.1,32 , 32,4.5 c cm,0MP,0MP,1000,SC6531E,"1,197",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm1e2206f816463?pid=MOBGQFVG6MXANY2Q&lid=LSTMOBGQFVG6MXANY2QZPLC8A&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_125&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGQFVG6MXANY2Q.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
realme C51,4.3,4 , 128 ,17.12 cm,50MP,5MP,5000,T612,"8,999",https://www.flipkart.com/realme-c51-carbon-black-128-gb/p/itm0e93bcb87927f?pid=MOBGU8PYQNEGCN7H&lid=LSTMOBGU8PYQNEGCN7HXECFNQ&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_126&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGU8PYQNEGCN7H.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
POCO M4 5G,4.2,6 , 128 ,16.71 cm,50MP,8MP,5000,Mediatek,"14,999",https://www.flipkart.com/poco-m4-5g-yellow-128-gb/p/itm391fa74136549?pid=MOBGDRGPKQYB4RNZ&lid=LSTMOBGDRGPKQYB4RNZ8A8KFY&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_127&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGDRGPKQYB4RNZ.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
Motorola G32,4.1,8 , 128,16.51 cm,50MP,16MP,5000,Qualcomm,"9,999",https://www.flipkart.com/motorola-g32-mineral-gray-128-gb/p/itm6061450cb40ac?pid=MOBGM2EHJUTMXMFV&lid=LSTMOBGM2EHJUTMXMFVL5MPKC&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_128&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGM2EHJUTMXMFV.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
OnePlus Nord CE 3 Lite 5G,4.4,8 , 256,17.07 cm,108MP,16MP,5000,1,"21,288",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-chromatic-gray-256-gb/p/itm5ed24471bde9f?pid=MOBGPRQHDNEHT5WG&lid=LSTMOBGPRQHDNEHT5WGAQS2UZ&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_129&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGPRQHDNEHT5WG.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
REDMI 12,4.3,4 , 128 ,17.25 cm,50MP,8MP,5000,Helio,"9,499",https://www.flipkart.com/redmi-12-jade-black-128-gb/p/itm7b10fd42f78b2?pid=MOBGRMFKKDQ2A3V4&lid=LSTMOBGRMFKKDQ2A3V4XZOVEW&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_130&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGRMFKKDQ2A3V4.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
realme 11 5G,4.3,8 , 256 ,17.07 cm,108MP,16MP,5000,Dimensity,"19,999",https://www.flipkart.com/realme-11-5g-glory-black-256-gb/p/itm676fecfaebff9?pid=MOBGS2W3BG7HUZFZ&lid=LSTMOBGS2W3BG7HUZFZ3U57ZC&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_131&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGS2W3BG7HUZFZ.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
OnePlus Nord CE 2 Lite 5G,4.4,6 , 128,16.74 cm,64MP,16MP,5000,12,"18,299",https://www.flipkart.com/oneplus-nord-ce-2-lite-5g-blue-tide-128-gb/p/itm7acae55b999e6?pid=MOBGMFREBAHZQGY9&lid=LSTMOBGMFREBAHZQGY9QI18PF&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_132&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGMFREBAHZQGY9.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
POCO X6 Pro 5G,4.3,8 , 256,16.94 cm,64MP,16MP,5000,Dimensity,"26,999",https://www.flipkart.com/poco-x6-pro-5g-racing-grey-256-gb/p/itm85f4a34189fd0?pid=MOBGWMGB59GUTVDT&lid=LSTMOBGWMGB59GUTVDTPP7DKJ&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_133&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGWMGB59GUTVDT.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
POCO C51,4.1,6 , 128 ,16.56 cm,8MP,5MP,5000,Helio,"6,499",https://www.flipkart.com/poco-c51-power-black-128-gb/p/itma7b694266a136?pid=MOBGSPJPH3UZHMEQ&lid=LSTMOBGSPJPH3UZHMEQAWJ6LR&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_134&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGSPJPH3UZHMEQ.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
POCO M6 5G,4.3,6 , 128 ,17.12 cm,50MP,5MP,5000,Dimensity,"10,499",https://www.flipkart.com/poco-m6-5g-galactic-black-128-gb/p/itmb18dc9ee625cf?pid=MOBGW9FEZKAV8QCZ&lid=LSTMOBGW9FEZKAV8QCZRRZJWH&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_135&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGW9FEZKAV8QCZ.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
OnePlus Nord CE 3 Lite 5G,4.4,8 , 256,17.07 cm,108MP,5MP,5000,1,"21,250",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-pastel-lime-256-gb/p/itm5ed24471bde9f?pid=MOBGPRHYH4K4ZBQQ&lid=LSTMOBGPRHYH4K4ZBQQZ4VJHK&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_136&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGPRHYH4K4ZBQQ.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
POCO C55,4.2,6 , 128 ,17.04 cm,50MP,5MP,5000,Mediatek,"7,299",https://www.flipkart.com/poco-c55-power-black-128-gb/p/itm52dfc91751293?pid=MOBGMXSWPMRNGVGW&lid=LSTMOBGMXSWPMRNGVGWJIL18S&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_137&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGMXSWPMRNGVGW.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
Apple iPhone 14,4.6,128, 128 ,15.49 cm,12MP,12MP,A15 ,1,"57,999",https://www.flipkart.com/apple-iphone-14-purple-128-gb/p/itm0b581eba85e08?pid=MOBGHWFHQFSQYBFU&lid=LSTMOBGHWFHQFSQYBFUUF0OWI&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_138&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGHWFHQFSQYBFU.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
realme C53,4.1,4 , 128 ,17.12 cm,108MP,8MP,5000,T612,"8,999",https://www.flipkart.com/realme-c53-champion-black-128-gb/p/itm5df90168ecd05?pid=MOBGQY9378PDVDDC&lid=LSTMOBGQY9378PDVDDC216OJI&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_139&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGQY9378PDVDDC.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
REDMI 12 5G,4.2,8 , 256 ,17.25 cm,50MP,8MP,5000,Snapdragon,"14,999",https://www.flipkart.com/redmi-12-5g-moonstone-silver-256-gb/p/itmfe69005c78fb2?pid=MOBGS9T7XMXZGXGT&lid=LSTMOBGS9T7XMXZGXGTQKKGGP&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_140&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGS9T7XMXZGXGT.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
Motorola e13,4.1,4 , 64 ,16.51 cm,13MP,5MP,5000,Unisoc,"6,499",https://www.flipkart.com/motorola-e13-aurora-green-64-gb/p/itmb52d8f826cd9a?pid=MOBGKHNBA55HDSZR&lid=LSTMOBGKHNBA55HDSZRHOAFME&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_141&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGKHNBA55HDSZR.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
Infinix SMART 8,4.3,4 , 64 ,16.76 cm,50MP,8MP,5000,Helio,"7,099",https://www.flipkart.com/infinix-smart-8-timber-black-64-gb/p/itmb5696a34ad441?pid=MOBGWV5H2JGQTN22&lid=LSTMOBGWV5H2JGQTN22UOUMXB&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_142&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGWV5H2JGQTN22.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
Apple iPhone 14,4.6,128, 64 ,15.49 cm,12MP,12MP,A15 ,1,"57,999",https://www.flipkart.com/apple-iphone-14-midnight-128-gb/p/itm9e6293c322a84?pid=MOBGHWFHECFVMDCX&lid=LSTMOBGHWFHECFVMDCXXRTRJG&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_143&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBGHWFHECFVMDCX.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
Apple iPhone 13,4.7,128, 64 ,15.49 cm,12MP,12MP,A15 ,Brand,"52,999",https://www.flipkart.com/apple-iphone-13-midnight-128-gb/p/itmca361aab1c5b0?pid=MOBG6VF5Q82T3XRS&lid=LSTMOBG6VF5Q82T3XRSOXJLM9&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_6_144&otracker=search&otracker1=search&fm=organic&iid=13aa7017-8495-4573-bd4d-206abe91ac7b.MOBG6VF5Q82T3XRS.SEARCH&ppt=None&ppn=None&ssid=wa959cpbcw0000001707474806430&qH=28388ea49f54c5b8
Infinix HOT 30i,4.2,8 , 128 ,16.76 cm,50MP,5MP,5000,G37,"8,299",https://www.flipkart.com/infinix-hot-30i-diamond-white-128-gb/p/itm8b42a43b35895?pid=MOBGNPK29ZWFHGGD&lid=LSTMOBGNPK29ZWFHGGDKTDNDX&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_7_145&otracker=search&otracker1=search&iid=e8d75ec6-fe8c-4781-ae39-33763ddae0f9.MOBGNPK29ZWFHGGD.SEARCH&ssid=pqoeuvzy5s0000001707474820972&qH=28388ea49f54c5b8
SAMSUNG Galaxy M04,4.1,4 , 64 ,16.51 cm,13MP,5MP,5000,MediaTek,"6,849",https://www.flipkart.com/samsung-galaxy-m04-dark-blue-64-gb/p/itm588bf37c1ede1?pid=MOBGH8GHMWZWBGNG&lid=LSTMOBGH8GHMWZWBGNGETLILD&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_7_146&otracker=search&otracker1=search&iid=e8d75ec6-fe8c-4781-ae39-33763ddae0f9.MOBGH8GHMWZWBGNG.SEARCH&ssid=pqoeuvzy5s0000001707474820972&qH=28388ea49f54c5b8
realme 12 Pro+ 5G,4.5,8 , 128,17.02 cm,50MP,32MP,5000,Snapdragon,"29,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-128-gb/p/itm7f042fb6aebdb?pid=MOBGWH8SR7MRR68W&lid=LSTMOBGWH8SR7MRR68WAOGAEA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_7_147&otracker=search&otracker1=search&iid=en_TL1GOzgVCT-pmYzxUICidy9_a_LjzftDpKyU9ic6BZILRwTyEBLdUnq3UIclk1X1FvZ-Sbr6BLzjQCwqhvL41g%3D%3D&ssid=pqoeuvzy5s0000001707474820972&qH=28388ea49f54c5b8
realme 12 Pro 5G,4.5,8 , 256,17.02 cm,50MP,16MP,5000,Snapdragon,"26,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-256-gb/p/itmcc78f150eeabd?pid=MOBGWH8SSGEEZRDA&lid=LSTMOBGWH8SSGEEZRDAM6ZCMA&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_7_148&otracker=search&otracker1=search&iid=en_TL1GOzgVCT-pmYzxUICidy9_a_LjzftDpKyU9ic6BZIl1v8qgRgLxZO-Ak2MxYIWbsH6kwBwCD2yp0xOGgDpqg%3D%3D&ssid=pqoeuvzy5s0000001707474820972&qH=28388ea49f54c5b8
Motorola g84 5G,4.2,12 , 256,16.64 cm,50MP,16MP,5000,Snapdragon,"17,999",https://www.flipkart.com/motorola-g84-5g-marshmallow-blue-256-gb/p/itm7807a599d2202?pid=MOBGQFX6CNRYHFGF&lid=LSTMOBGQFX6CNRYHFGFCPKTXR&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_7_149&otracker=search&otracker1=search&iid=e8d75ec6-fe8c-4781-ae39-33763ddae0f9.MOBGQFX6CNRYHFGF.SEARCH&ssid=pqoeuvzy5s0000001707474820972&qH=28388ea49f54c5b8
POCO X6 Pro 5G,4.3,12 , 512,16.94 cm,64MP,16MP,5000,Dimensity,"28,999",https://www.flipkart.com/poco-x6-pro-5g-racing-grey-512-gb/p/itm7134f12949dc7?pid=MOBGWMGBF7F5KBV2&lid=LSTMOBGWMGBF7F5KBV2CAM1M4&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_7_150&otracker=search&otracker1=search&iid=e8d75ec6-fe8c-4781-ae39-33763ddae0f9.MOBGWMGBF7F5KBV2.SEARCH&ssid=pqoeuvzy5s0000001707474820972&qH=28388ea49f54c5b8
REDMI 12 5G,4.2,8 , 256 ,17.25 cm,50MP,8MP,5000,Snapdragon,"14,999",https://www.flipkart.com/redmi-12-5g-jade-black-256-gb/p/itm7389f9825ace3?pid=MOBGS9T6GHDKPSQD&lid=LSTMOBGS9T6GHDKPSQDZPC3JW&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_7_151&otracker=search&otracker1=search&iid=e8d75ec6-fe8c-4781-ae39-33763ddae0f9.MOBGS9T6GHDKPSQD.SEARCH&ssid=pqoeuvzy5s0000001707474820972&qH=28388ea49f54c5b8
POCO C65,4.2,8 , 256 ,17.12 cm,50MP,8MP,5000,Helio,"9,999",https://www.flipkart.com/poco-c65-matte-black-256-gb/p/itmd776f58809b28?pid=MOBGVVTXXYZHF5UM&lid=LSTMOBGVVTXXYZHF5UMGXNVBS&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_7_152&otracker=search&otracker1=search&iid=e8d75ec6-fe8c-4781-ae39-33763ddae0f9.MOBGVVTXXYZHF5UM.SEARCH&ssid=pqoeuvzy5s0000001707474820972&qH=28388ea49f54c5b8
Motorola Edge 40 Neo,4.4,8 , 128,16.64 cm,50MP,32MP,5000,Dimensity,"22,999",https://www.flipkart.com/motorola-edge-40-neo-peach-fuzz-128-gb/p/itm6fb5c2c795a3d?pid=MOBGW6JJ4ZJHVGXE&lid=LSTMOBGW6JJ4ZJHVGXE5ZQ3A2&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_7_153&otracker=search&otracker1=search&iid=e8d75ec6-fe8c-4781-ae39-33763ddae0f9.MOBGW6JJ4ZJHVGXE.SEARCH&ssid=pqoeuvzy5s0000001707474820972&qH=28388ea49f54c5b8
Nothing Phone,4.4,12 , 256,17.02 cm,50,32MP,4700,Qualcomm,"36,999",https://www.flipkart.com/nothing-phone-2-white-256-gb/p/itmc1490711c3eb9?pid=MOBGZSDKHBHNYPSH&lid=LSTMOBGZSDKHBHNYPSHLW24IH&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_7_154&otracker=search&otracker1=search&iid=e8d75ec6-fe8c-4781-ae39-33763ddae0f9.MOBGZSDKHBHNYPSH.SEARCH&ssid=pqoeuvzy5s0000001707474820972&qH=28388ea49f54c5b8
OnePlus Nord CE 2 Lite 5G,4.4,6 , 128,16.74 cm,64MP,16MP,5000,12,"17,810",https://www.flipkart.com/oneplus-nord-ce-2-lite-5g-black-dusk-128-gb/p/itm537fc2aa73747?pid=MOBGHBZHB7YJT5HF&lid=LSTMOBGHBZHB7YJT5HFFCLFUW&marketplace=FLIPKART&q=phones&store=tyy%2F4io&srno=s_7_155&otracker=search&otracker1=search&iid=e8d75ec6-fe8c-4781-ae39-33763ddae0f9.MOBGHBZHB7YJT5HF.SEARCH&ssid=pqoeuvzy5s0000001707474820972&qH=28388ea49f54c5b8
